date,first_trade_class,first_trade_change,first_trade_high,first_trade_low,second_trade_class,second_trade_change,second_trade_high,second_trade_low,final_trade_class,final_trade_change,final_trade_high,final_trade_low,final_high_is_daily_high,final_low_is_daily_low,combination
20240812,Medium,Up,21779.0,21600.0,High,Up,21895.0,21735.0,Low,Down,21836.0,21628.0,False,False,Medium_Up_High_Up_Low_Down_Nh_Nl
20240813,Medium,Down,21898.0,21724.0,Low,Up,21850.0,21706.0,High,Down,21825.0,21662.0,False,True,Medium_Down_Low_Up_High_Down_Nh_L
20240814,Medium,Down,22132.0,21962.0,Medium,Up,22158.0,21985.0,High,Down,22156.0,21908.0,False,True,Medium_Down_Medium_Up_High_Down_Nh_L
20240815,Medium,Up,22114.0,21982.0,High,Down,22064.0,21883.0,Medium,Down,22058.0,21840.0,False,True,Medium_Up_High_Down_Medium_Down_Nh_L
20240816,Medium,Up,22385.0,22277.0,High,Up,22447.0,22318.0,Low,Down,22438.0,22285.0,False,False,Medium_Up_High_Up_Low_Down_Nh_Nl
20240819,Medium,Down,22458.0,22347.0,High,Down,22417.0,22346.0,Medium,Up,22521.0,22320.0,True,True,Medium_Down_High_Down_Medium_Up_H_L
20240820,Medium,Up,22574.0,22508.0,High,Down,22564.0,22474.0,High,Down,22544.0,22389.0,False,True,Medium_Up_High_Down_High_Down_Nh_L
20240821,Medium,Down,22323.0,22230.0,Medium,Up,22344.0,22243.0,High,Down,22333.0,22151.0,False,True,Medium_Down_Medium_Up_High_Down_Nh_L
20240822,High,Down,22277.0,22190.0,High,Down,22219.0,22134.0,High,Down,22197.0,22026.0,False,True,High_Down_High_Down_High_Down_Nh_L
20240823,Medium,Down,21999.0,21882.0,Medium,Up,21974.0,21865.0,High,Up,22170.0,21892.0,True,False,Medium_Down_Medium_Up_High_Up_H_Nl
20240826,High,Up,22430.0,22222.0,Low,Down,22450.0,22365.0,High,Down,22421.0,22131.0,False,True,High_Up_Low_Down_High_Down_Nh_L
20240827,High,Down,22125.0,22016.0,Medium,Up,22093.0,21998.0,Medium,Up,22210.0,22012.0,True,False,High_Down_Medium_Up_Medium_Up_H_Nl
20240828,High,Up,22211.0,22101.0,High,Down,22189.0,22088.0,Medium,Up,22414.0,22048.0,True,True,High_Up_High_Down_Medium_Up_H_L
20240829,High,Up,22084.0,21900.0,Medium,Up,22088.0,21945.0,High,Up,22245.0,21981.0,True,False,High_Up_Medium_Up_High_Up_H_Nl
20240830,High,Down,22335.0,22243.0,Low,Up,22286.0,22218.0,Medium,Up,22366.0,22213.0,True,True,High_Down_Low_Up_Medium_Up_H_L
20240902,Medium,Up,22448.0,22305.0,Medium,Down,22404.0,22303.0,High,Down,22340.0,22172.0,False,True,Medium_Up_Medium_Down_High_Down_Nh_L
20240903,Medium,Up,22265.0,22177.0,High,Up,22290.0,22226.0,High,Down,22314.0,22051.0,True,True,Medium_Up_High_Up_High_Down_H_L
20240904,High,Down,21280.0,20828.0,High,Up,21347.0,21007.0,Medium,Down,21338.0,20940.0,False,False,High_Down_High_Up_Medium_Down_Nh_Nl
20240905,Medium,Up,21321.0,21244.0,High,Up,21454.0,21286.0,Medium,Down,21450.0,21056.0,False,True,Medium_Up_High_Up_Medium_Down_Nh_L
20240906,Medium,Down,21247.0,21013.0,High,Up,21325.0,21110.0,High,Up,21435.0,21290.0,True,False,Medium_Down_High_Up_High_Up_H_Nl
20240909,High,Up,20954.0,20616.0,High,Up,20933.0,20832.0,High,Up,21125.0,20888.0,True,False,High_Up_High_Up_High_Up_H_Nl
20240910,Medium,Down,21281.0,21159.0,High,Down,21234.0,21082.0,High,Down,21194.0,20905.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20240911,High,Down,21110.0,20972.0,Medium,Up,21119.0,20988.0,Medium,Down,21130.0,20950.0,True,True,High_Down_Medium_Up_Medium_Down_H_L
20240912,Medium,Down,21650.0,21461.0,Medium,Up,21688.0,21462.0,High,Up,21780.0,21615.0,True,False,Medium_Down_Medium_Up_High_Up_H_Nl
20240913,Low,Down,21800.0,21717.0,Medium,Down,21785.0,21704.0,Medium,Up,21833.0,21657.0,True,True,Low_Down_Medium_Down_Medium_Up_H_L
20240916,High,Down,21852.0,21779.0,Low,Up,21814.0,21754.0,Medium,Up,21871.0,21735.0,True,True,High_Down_Low_Up_Medium_Up_H_L
20240918,High,Up,21800.0,21718.0,Low,Up,21779.0,21726.0,Medium,Down,21872.0,21560.0,True,True,High_Up_Low_Up_Medium_Down_H_L
20240919,High,Down,21789.0,21661.0,Low,Up,21746.0,21666.0,High,Up,22082.0,21710.0,True,False,High_Down_Low_Up_High_Up_H_Nl
20240920,High,Up,22425.0,22302.0,High,Down,22399.0,22290.0,High,Down,22358.0,22186.0,False,True,High_Up_High_Down_High_Down_Nh_L
20240923,Medium,Up,22338.0,22272.0,High,Up,22392.0,22271.0,Low,Down,22377.0,22258.0,False,True,Medium_Up_High_Up_Low_Down_Nh_L
20240924,Medium,Up,22344.0,22237.0,Medium,Down,22365.0,22250.0,Medium,Up,22508.0,22152.0,True,True,Medium_Up_Medium_Down_Medium_Up_H_L
20240925,Medium,Down,22838.0,22762.0,High,Up,22852.0,22760.0,Medium,Down,22860.0,22739.0,True,True,Medium_Down_High_Up_Medium_Down_H_L
20240926,Medium,Down,23065.0,22989.0,High,Down,23000.0,22940.0,High,Down,23078.0,22892.0,True,True,Medium_Down_High_Down_High_Down_H_L
20240927,Medium,Down,23195.0,23093.0,Medium,Down,23178.0,23113.0,High,Down,23152.0,22878.0,False,True,Medium_Down_Medium_Down_High_Down_Nh_L
20240930,Low,Down,22755.0,22655.0,Medium,Down,22737.0,22641.0,High,Down,22680.0,22316.0,False,True,Low_Down_Medium_Down_High_Down_Nh_L
20241001,High,Up,22445.0,22228.0,Medium,Up,22457.0,22342.0,Medium,Down,22463.0,22323.0,True,False,High_Up_Medium_Up_Medium_Down_H_Nl
20241004,High,Up,22498.0,22272.0,Low,Down,22507.0,22425.0,High,Down,22504.0,22250.0,False,True,High_Up_Low_Down_High_Down_Nh_L
20241007,Medium,Up,22736.0,22539.0,Low,Down,22808.0,22709.0,Medium,Up,22789.0,22586.0,False,False,Medium_Up_Low_Down_Medium_Up_Nh_Nl
20241008,Medium,Down,22618.0,22551.0,High,Down,22587.0,22480.0,Medium,Up,22634.0,22392.0,True,True,Medium_Down_High_Down_Medium_Up_H_L
20241009,High,Up,22857.0,22763.0,Medium,Up,22852.0,22803.0,High,Down,22888.0,22666.0,True,True,High_Up_Medium_Up_High_Down_H_L
20241011,Medium,Up,22939.0,22794.0,High,Up,23025.0,22921.0,Low,Down,23047.0,22856.0,True,False,Medium_Up_High_Up_Low_Down_H_Nl
20241014,High,Down,23017.0,22818.0,Low,Up,22945.0,22862.0,High,Up,23049.0,22880.0,True,False,High_Down_Low_Up_High_Up_H_Nl
20241015,Medium,Up,23169.0,23101.0,High,Up,23255.0,23141.0,Low,Down,23386.0,23223.0,True,False,Medium_Up_High_Up_Low_Down_H_Nl
20241016,Medium,Down,22928.0,22855.0,High,Up,22987.0,22861.0,Low,Down,23203.0,22970.0,True,False,Medium_Down_High_Up_Low_Down_H_Nl
20241017,High,Down,23174.0,23105.0,High,Down,23129.0,23025.0,Medium,Up,23277.0,23005.0,True,True,High_Down_High_Down_Medium_Up_H_L
20241018,High,Down,23840.0,23693.0,Low,Up,23815.0,23644.0,High,Down,23816.0,23527.0,False,True,High_Down_Low_Up_High_Down_Nh_L
20241021,High,Down,23836.0,23730.0,High,Down,23774.0,23701.0,High,Down,23746.0,23566.0,False,True,High_Down_High_Down_High_Down_Nh_L
20241022,High,Down,23563.0,23332.0,Medium,Up,23520.0,23348.0,High,Up,23637.0,23445.0,True,False,High_Down_Medium_Up_High_Up_H_Nl
20241023,Medium,Down,23511.0,23401.0,Medium,Up,23495.0,23388.0,High,Down,23505.0,23336.0,False,True,Medium_Down_Medium_Up_High_Down_Nh_L
20241024,Medium,Down,23425.0,23301.0,Low,Down,23449.0,23331.0,Medium,Down,23406.0,23203.0,False,True,Medium_Down_Low_Down_Medium_Down_Nh_L
20241025,Medium,Up,23395.0,23252.0,Low,Down,23410.0,23333.0,Medium,Up,23487.0,23287.0,True,False,Medium_Up_Low_Down_Medium_Up_H_Nl
20241028,High,Down,23657.0,23553.0,High,Down,23569.0,23418.0,High,Down,23462.0,23216.0,False,True,High_Down_High_Down_High_Down_Nh_L
20241029,High,Down,23148.0,22912.0,High,Down,23010.0,22877.0,Low,Up,23015.0,22693.0,False,True,High_Down_High_Down_Low_Up_Nh_L
20241030,Medium,Down,23130.0,22989.0,Medium,Up,23145.0,22982.0,High,Down,23135.0,22845.0,False,True,Medium_Down_Medium_Up_High_Down_Nh_L
20241101,Medium,Up,22464.0,22232.0,High,Up,22566.0,22404.0,High,Up,22822.0,22526.0,True,False,Medium_Up_High_Up_High_Up_H_Nl
20241104,High,Up,22868.0,22700.0,High,Up,22924.0,22839.0,High,Up,23046.0,22784.0,True,False,High_Up_High_Up_High_Up_H_Nl
20241105,High,Up,22892.0,22782.0,High,Up,23239.0,22858.0,High,Up,23208.0,22960.0,False,False,High_Up_High_Up_High_Up_Nh_Nl
20241106,Medium,Up,23259.0,23062.0,Low,Down,23233.0,23136.0,High,Up,23448.0,23051.0,True,True,Medium_Up_Low_Down_High_Up_H_L
20241107,Medium,Up,23423.0,23085.0,High,Up,23440.0,23307.0,High,Up,23576.0,23323.0,True,False,Medium_Up_High_Up_High_Up_H_Nl
20241108,High,Down,23794.0,23668.0,Low,Up,23742.0,23634.0,Low,Up,23787.0,23528.0,False,True,High_Down_Low_Up_Low_Up_Nh_L
20241111,Medium,Down,23618.0,23430.0,High,Down,23470.0,23350.0,Medium,Up,23632.0,23309.0,True,True,Medium_Down_High_Down_Medium_Up_H_L
20241112,High,Up,23209.0,22983.0,Medium,Up,23228.0,23081.0,High,Down,23242.0,22875.0,True,True,High_Up_Medium_Up_High_Down_H_L
20241113,High,Up,22921.0,22730.0,High,Up,22976.0,22888.0,Low,Down,23015.0,22763.0,True,False,High_Up_High_Up_Low_Down_H_Nl
20241114,Medium,Up,22880.0,22742.0,High,Down,22858.0,22681.0,Medium,Down,22852.0,22576.0,False,True,Medium_Up_High_Down_Medium_Down_Nh_L
20241115,High,Up,22897.0,22684.0,Low,Down,22930.0,22815.0,Medium,Down,22896.0,22690.0,False,False,High_Up_Low_Down_Medium_Down_Nh_Nl
20241118,Low,Down,22789.0,22602.0,High,Down,22695.0,22570.0,High,Down,22670.0,22544.0,False,True,Low_Down_High_Down_High_Down_Nh_L
20241119,Low,Down,22715.0,22592.0,Medium,Up,22683.0,22600.0,High,Up,22995.0,22645.0,True,False,Low_Down_Medium_Up_High_Up_H_Nl
20241120,Medium,Down,22956.0,22833.0,High,Down,22892.0,22813.0,High,Down,22880.0,22668.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20241121,High,Down,22678.0,22514.0,Medium,Up,22642.0,22525.0,Medium,Down,22733.0,22560.0,True,False,High_Down_Medium_Up_Medium_Down_H_Nl
20241122,High,Up,23000.0,22780.0,Low,Down,23021.0,22914.0,High,Up,23066.0,22851.0,True,False,High_Up_Low_Down_High_Up_H_Nl
20241125,High,Down,23287.0,23157.0,Low,Down,23258.0,23185.0,High,Down,23233.0,23014.0,False,True,High_Down_Low_Down_High_Down_Nh_L
20241126,Medium,Down,22788.0,22626.0,Medium,Up,22780.0,22615.0,Low,Down,22845.0,22634.0,True,False,Medium_Down_Medium_Up_Low_Down_H_Nl
20241127,High,Up,22690.0,22552.0,Medium,Down,22680.0,22540.0,High,Down,22604.0,22347.0,False,True,High_Up_Medium_Down_High_Down_Nh_L
20241128,Medium,Down,22385.0,22279.0,High,Down,22351.0,22196.0,Medium,Up,22366.0,22117.0,False,True,Medium_Down_High_Down_Medium_Up_Nh_L
20241129,Medium,Down,22221.0,22004.0,High,Up,22254.0,22130.0,High,Up,22438.0,22183.0,True,False,Medium_Down_High_Up_High_Up_H_Nl
20241202,High,Up,22652.0,22498.0,High,Up,22746.0,22636.0,High,Up,22828.0,22700.0,True,False,High_Up_High_Up_High_Up_H_Nl
20241203,High,Down,23191.0,23041.0,Medium,Down,23161.0,23061.0,Medium,Down,23149.0,22999.0,False,True,High_Down_Medium_Down_Medium_Down_Nh_L
20241204,High,Down,23220.0,23105.0,Low,Up,23135.0,23071.0,High,Up,23296.0,23118.0,True,False,High_Down_Low_Up_High_Up_H_Nl
20241205,High,Up,23328.0,23243.0,High,Down,23272.0,23222.0,High,Up,23324.0,23211.0,False,True,High_Up_High_Down_High_Up_Nh_L
20241206,Medium,Up,23360.0,23254.0,Medium,Down,23344.0,23271.0,High,Down,23299.0,23134.0,False,True,Medium_Up_Medium_Down_High_Down_Nh_L
20241209,Medium,Up,23287.0,23181.0,Medium,Down,23276.0,23205.0,Low,Up,23275.0,23170.0,False,True,Medium_Up_Medium_Down_Low_Up_Nh_L
20241210,Medium,Up,23337.0,23180.0,High,Down,23314.0,23114.0,High,Down,23160.0,23026.0,False,True,Medium_Up_High_Down_High_Down_Nh_L
20241211,High,Up,22956.0,22862.0,Medium,Up,23011.0,22885.0,Medium,Down,23055.0,22824.0,True,True,High_Up_Medium_Up_Medium_Down_H_L
20241212,High,Up,23165.0,23003.0,High,Up,23211.0,23143.0,High,Down,23209.0,23061.0,False,False,High_Up_High_Up_High_Down_Nh_Nl
20241213,Medium,Up,23023.0,22935.0,Medium,Up,23001.0,22944.0,Low,Down,23092.0,22888.0,True,True,Medium_Up_Medium_Up_Low_Down_H_L
20241216,Medium,Up,23270.0,23185.0,High,Down,23221.0,23135.0,High,Down,23240.0,22946.0,False,True,Medium_Up_High_Down_High_Down_Nh_L
20241217,Medium,Up,23157.0,23082.0,High,Up,23206.0,23146.0,High,Down,23215.0,23027.0,True,True,Medium_Up_High_Up_High_Down_H_L
20241218,Medium,Down,22975.0,22902.0,Low,Up,22995.0,22905.0,High,Up,23200.0,22930.0,True,False,Medium_Down_Low_Up_High_Up_H_Nl
20241219,Medium,Up,22885.0,22718.0,Medium,Up,22893.0,22754.0,Medium,Up,22906.0,22761.0,True,False,Medium_Up_Medium_Up_Medium_Up_H_Nl
20241220,Medium,Down,22790.0,22709.0,Medium,Up,22793.0,22723.0,High,Down,22768.0,22590.0,False,True,Medium_Down_Medium_Up_High_Down_Nh_L
20241223,Low,Up,23025.0,22899.0,High,Up,23094.0,22935.0,High,Up,23245.0,23076.0,True,False,Low_Up_High_Up_High_Up_H_Nl
20241224,High,Down,23459.0,23303.0,High,Down,23333.0,23282.0,High,Down,23344.0,23188.0,False,True,High_Down_High_Down_High_Down_Nh_L
20241225,Medium,Down,23349.0,23301.0,High,Down,23313.0,23278.0,Medium,Up,23345.0,23240.0,False,True,Medium_Down_High_Down_Medium_Up_Nh_L
20241226,Medium,Down,23380.0,23328.0,High,Down,23349.0,23305.0,Low,Up,23351.0,23285.0,False,True,Medium_Down_High_Down_Low_Up_Nh_L
20241227,High,Up,23262.0,23148.0,High,Up,23278.0,23208.0,High,Up,23378.0,23242.0,True,False,High_Up_High_Up_High_Up_H_Nl
20241230,High,Up,23279.0,23181.0,High,Up,23293.0,23240.0,Medium,Down,23324.0,23154.0,True,True,High_Up_High_Up_Medium_Down_H_L
20241231,Medium,Down,23044.0,22958.0,Medium,Up,23025.0,22955.0,Medium,Up,23110.0,22960.0,True,False,Medium_Down_Medium_Up_Medium_Up_H_Nl
20250102,Medium,Up,22985.0,22881.0,Medium,Down,22995.0,22859.0,High,Down,22945.0,22689.0,False,True,Medium_Up_Medium_Down_High_Down_Nh_L
20250103,High,Up,23078.0,22924.0,High,Down,23041.0,22923.0,Medium,Up,23108.0,22905.0,True,True,High_Up_High_Down_Medium_Up_H_L
20250106,High,Up,23336.0,23218.0,High,Up,23415.0,23326.0,High,Up,23620.0,23408.0,True,False,High_Up_High_Up_High_Up_H_Nl
20250107,Medium,Down,23990.0,23853.0,Low,Up,23898.0,23832.0,High,Down,23938.0,23728.0,False,True,Medium_Down_Low_Up_High_Down_Nh_L
20250108,Medium,Up,23644.0,23533.0,Low,Down,23649.0,23576.0,High,Down,23615.0,23439.0,False,True,Medium_Up_Low_Down_High_Down_Nh_L
20250109,High,Up,23410.0,23251.0,Medium,Down,23409.0,23289.0,High,Down,23386.0,23083.0,False,True,High_Up_Medium_Down_High_Down_Nh_L
20250110,High,Up,23129.0,23016.0,High,Up,23141.0,23061.0,High,Down,23125.0,22955.0,False,True,High_Up_High_Up_High_Down_Nh_L
20250113,Medium,Down,23008.0,22784.0,High,Down,22846.0,22511.0,High,Down,22664.0,22431.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250114,High,Down,22671.0,22563.0,Low,Up,22686.0,22530.0,High,Up,22767.0,22612.0,True,False,High_Down_Low_Up_High_Up_H_Nl
20250115,Medium,Down,22749.0,22633.0,High,Down,22658.0,22570.0,High,Down,22690.0,22493.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250116,Medium,Up,23091.0,23004.0,Medium,Up,23100.0,23002.0,Low,Down,23217.0,22990.0,True,True,Medium_Up_Medium_Up_Low_Down_H_L
20250117,Medium,Down,23318.0,23104.0,High,Down,23133.0,22956.0,Medium,Up,23206.0,22991.0,False,False,Medium_Down_High_Down_Medium_Up_Nh_Nl
20250120,High,Up,23345.0,23222.0,High,Up,23363.0,23281.0,High,Up,23417.0,23310.0,True,False,High_Up_High_Up_High_Up_H_Nl
20250121,Medium,Down,23432.0,23223.0,High,Down,23351.0,23241.0,High,Up,23423.0,23203.0,False,True,Medium_Down_High_Down_High_Up_Nh_L
20250122,Medium,Down,23646.0,23573.0,Medium,Up,23652.0,23574.0,Medium,Up,23719.0,23604.0,True,False,Medium_Down_Medium_Up_Medium_Up_H_Nl
20250203,Medium,Up,22817.0,22539.0,Medium,Down,22799.0,22612.0,High,Down,22705.0,22575.0,False,False,Medium_Up_Medium_Down_High_Down_Nh_Nl
20250204,High,Down,22945.0,22835.0,High,Down,22873.0,22810.0,Low,Up,22908.0,22708.0,False,True,High_Down_High_Down_Low_Up_Nh_L
20250205,Medium,Up,23239.0,23063.0,Low,Down,23270.0,23191.0,Low,Down,23284.0,23108.0,True,False,Medium_Up_Low_Down_Low_Down_H_Nl
20250206,Low,Up,23379.0,23304.0,Medium,Down,23375.0,23288.0,High,Down,23332.0,23234.0,False,True,Low_Up_Medium_Down_High_Down_Nh_L
20250207,High,Up,23361.0,23278.0,Medium,Down,23349.0,23290.0,High,Up,23465.0,23315.0,True,False,High_Up_Medium_Down_High_Up_H_Nl
20250210,Medium,Down,23366.0,23287.0,High,Down,23330.0,23257.0,High,Down,23343.0,23167.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250211,High,Up,23497.0,23386.0,Medium,Down,23503.0,23417.0,High,Down,23454.0,23302.0,False,True,High_Up_Medium_Down_High_Down_Nh_L
20250212,High,Up,23536.0,23420.0,High,Down,23531.0,23447.0,High,Down,23497.0,23292.0,False,True,High_Up_High_Down_High_Down_Nh_L
20250213,High,Down,23460.0,23250.0,High,Down,23341.0,23255.0,High,Up,23432.0,23315.0,False,False,High_Down_High_Down_High_Up_Nh_Nl
20250214,High,Down,23349.0,23202.0,High,Down,23239.0,23155.0,High,Down,23255.0,23116.0,False,True,High_Down_High_Down_High_Down_Nh_L
20250217,High,Up,23379.0,23283.0,High,Up,23455.0,23344.0,High,Up,23540.0,23419.0,True,False,High_Up_High_Up_High_Up_H_Nl
20250218,High,Down,23583.0,23466.0,Medium,Up,23529.0,23480.0,High,Up,23663.0,23500.0,True,False,High_Down_Medium_Up_High_Up_H_Nl
20250219,High,Up,23632.0,23560.0,High,Up,23688.0,23613.0,Medium,Down,23697.0,23572.0,True,False,High_Up_High_Up_Medium_Down_H_Nl
20250220,Medium,Down,23564.0,23415.0,High,Down,23468.0,23404.0,High,Up,23564.0,23371.0,True,True,Medium_Down_High_Down_High_Up_H_L
20250221,High,Down,23567.0,23474.0,Medium,Up,23635.0,23488.0,High,Up,23761.0,23595.0,True,False,High_Down_Medium_Up_High_Up_H_Nl
20250224,Medium,Down,23552.0,23456.0,High,Down,23501.0,23444.0,High,Up,23564.0,23452.0,True,False,Medium_Down_High_Down_High_Up_H_Nl
20250225,Medium,Down,23280.0,23186.0,Low,Up,23234.0,23138.0,High,Up,23345.0,23209.0,True,False,Medium_Down_Low_Up_High_Up_H_Nl
20250226,Medium,Down,23195.0,23104.0,High,Up,23255.0,23121.0,High,Up,23421.0,23224.0,True,False,Medium_Down_High_Up_High_Up_H_Nl
20250227,Medium,Up,23431.0,23368.0,High,Down,23434.0,23357.0,High,Down,23369.0,23127.0,False,True,Medium_Up_High_Down_High_Down_Nh_L
20250303,Medium,Up,22797.0,22623.0,High,Down,22737.0,22611.0,Medium,Up,22765.0,22611.0,False,True,Medium_Up_High_Down_Medium_Up_Nh_L
20250304,High,Up,22374.0,22194.0,High,Up,22431.0,22306.0,High,Up,22668.0,22377.0,True,False,High_Up_High_Up_High_Up_H_Nl
20250305,High,Up,22827.0,22637.0,High,Up,22884.0,22792.0,High,Up,22927.0,22774.0,True,False,High_Up_High_Up_High_Up_H_Nl
20250306,High,Down,23017.0,22846.0,High,Down,22902.0,22769.0,High,Down,22851.0,22704.0,False,True,High_Down_High_Down_High_Down_Nh_L
20250307,High,Up,22685.0,22482.0,Low,Down,22683.0,22608.0,High,Down,22632.0,22480.0,False,True,High_Up_Low_Down_High_Down_Nh_L
20250310,Medium,Down,22547.0,22341.0,High,Down,22439.0,22358.0,High,Up,22531.0,22315.0,False,True,Medium_Down_High_Down_High_Up_Nh_L
20250311,High,Down,21947.0,21661.0,Medium,Up,21898.0,21691.0,High,Up,22085.0,21855.0,True,False,High_Down_Medium_Up_High_Up_H_Nl
20250312,Medium,Up,22146.0,22044.0,High,Up,22179.0,22109.0,Medium,Up,22345.0,22110.0,True,False,Medium_Up_High_Up_Medium_Up_H_Nl
20250313,Medium,Down,22475.0,22355.0,High,Down,22395.0,22315.0,High,Down,22382.0,21918.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250314,High,Down,22131.0,21879.0,High,Down,22042.0,21913.0,Medium,Down,22040.0,21874.0,False,True,High_Down_High_Down_Medium_Down_Nh_L
20250317,Medium,Down,22244.0,22132.0,Medium,Up,22258.0,22145.0,Medium,Down,22312.0,22111.0,True,True,Medium_Down_Medium_Up_Medium_Down_H_L
20250318,Medium,Down,22385.0,22274.0,Medium,Down,22361.0,22292.0,High,Down,22308.0,22191.0,False,True,Medium_Down_Medium_Down_High_Down_Nh_L
20250319,Medium,Down,22247.0,22167.0,High,Down,22230.0,22156.0,High,Down,22192.0,21935.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250320,Medium,Up,22353.0,22202.0,Low,Down,22344.0,22221.0,Medium,Up,22417.0,22220.0,True,False,Medium_Up_Low_Down_Medium_Up_H_Nl
20250321,Medium,Up,22377.0,22267.0,High,Down,22338.0,22241.0,High,Down,22299.0,22173.0,False,True,Medium_Up_High_Down_High_Down_Nh_L
20250324,Medium,Up,22399.0,22290.0,High,Down,22345.0,22230.0,High,Down,22271.0,22124.0,False,True,Medium_Up_High_Down_High_Down_Nh_L
20250325,Medium,Up,22404.0,22320.0,Medium,Up,22425.0,22337.0,High,Down,22443.0,22202.0,True,True,Medium_Up_Medium_Up_High_Down_H_L
20250326,Medium,Down,22429.0,22366.0,High,Down,22390.0,22307.0,High,Down,22369.0,22250.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250327,High,Down,22052.0,21918.0,Medium,Down,22019.0,21905.0,Low,Up,22004.0,21891.0,False,True,High_Down_Medium_Down_Low_Up_Nh_L
20250328,Medium,Down,21795.0,21672.0,Medium,Down,21778.0,21658.0,High,Down,21686.0,21485.0,False,True,Medium_Down_Medium_Down_High_Down_Nh_L
20250331,High,Up,21054.0,20856.0,Medium,Down,21065.0,20913.0,High,Down,20997.0,20724.0,False,True,High_Up_Medium_Down_High_Down_Nh_L
20250401,Medium,Down,21019.0,20888.0,High,Up,21122.0,20957.0,High,Up,21271.0,21075.0,True,False,Medium_Down_High_Up_High_Up_H_Nl
20250402,High,Down,21327.0,21225.0,High,Up,21360.0,21257.0,Medium,Down,21334.0,21188.0,False,True,High_Down_High_Up_Medium_Down_Nh_L
20250407,High,Flat,19167.0,19167.0,High,Flat,19167.0,19167.0,High,Flat,19167.0,19167.0,True,True,High_Flat_High_Flat_High_Flat_H_L
20250408,Medium,Down,18639.0,18343.0,Medium,Up,18754.0,18331.0,High,Down,18557.0,18004.0,False,True,Medium_Down_Medium_Up_High_Down_Nh_L
20250409,High,Up,18286.0,17843.0,Medium,Down,18253.0,17927.0,High,Down,18203.0,17139.0,False,True,High_Up_Medium_Down_High_Down_Nh_L
20250410,High,Flat,18902.0,18902.0,High,Flat,18902.0,18902.0,High,Flat,18902.0,18902.0,True,True,High_Flat_High_Flat_High_Flat_H_L
20250411,Low,Up,18736.0,18441.0,High,Up,19084.0,18675.0,High,Up,19566.0,18928.0,True,False,Low_Up_High_Up_High_Up_H_Nl
20250414,Medium,Up,19982.0,19683.0,High,Down,19945.0,19593.0,High,Down,19796.0,19450.0,False,True,Medium_Up_High_Down_High_Down_Nh_L
20250415,Medium,Up,19655.0,19517.0,Low,Down,19664.0,19573.0,High,Up,19833.0,19605.0,True,False,Medium_Up_Low_Down_High_Up_H_Nl
20250416,Medium,Up,19655.0,19558.0,Medium,Up,19672.0,19562.0,High,Down,19669.0,19426.0,False,True,Medium_Up_Medium_Up_High_Down_Nh_L
20250417,Medium,Down,19341.0,19189.0,Medium,Down,19314.0,19152.0,High,Up,19406.0,19112.0,True,True,Medium_Down_Medium_Down_High_Up_H_L
20250418,High,Down,19396.0,19288.0,High,Up,19409.0,19317.0,Medium,Down,19432.0,19305.0,True,False,High_Down_High_Up_Medium_Down_H_Nl
20250421,High,Down,19368.0,19134.0,Low,Up,19158.0,19056.0,High,Down,19197.0,19027.0,False,True,High_Down_Low_Up_High_Down_Nh_L
20250422,Medium,Down,18972.0,18843.0,High,Up,19027.0,18908.0,High,Down,19035.0,18773.0,True,True,Medium_Down_High_Up_High_Down_H_L
20250423,Medium,Up,19422.0,19171.0,High,Up,19449.0,19346.0,High,Up,19596.0,19341.0,True,False,Medium_Up_High_Up_High_Up_H_Nl
20250424,Medium,Down,19682.0,19589.0,High,Down,19618.0,19525.0,High,Down,19607.0,19413.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250425,Low,Down,20008.0,19922.0,Low,Up,19977.0,19880.0,High,Down,19971.0,19848.0,False,True,Low_Down_Low_Up_High_Down_Nh_L
20250428,Medium,Up,20030.0,19954.0,High,Up,20045.0,19980.0,Medium,Down,20053.0,19933.0,True,True,Medium_Up_High_Up_Medium_Down_H_L
20250429,High,Up,20050.0,19976.0,High,Down,20023.0,19963.0,High,Up,20207.0,19974.0,True,False,High_Up_High_Down_High_Up_H_Nl
20250430,High,Up,20163.0,20065.0,Low,Down,20195.0,20131.0,Low,Up,20268.0,20089.0,True,False,High_Up_Low_Down_Low_Up_H_Nl
20250502,High,Up,20577.0,20469.0,Medium,Down,20582.0,20481.0,High,Up,20710.0,20489.0,True,False,High_Up_Medium_Down_High_Up_H_Nl
20250505,Medium,Down,20796.0,20586.0,High,Down,20730.0,20406.0,Low,Up,20485.0,20206.0,False,True,Medium_Down_High_Down_Low_Up_Nh_L
20250506,Medium,Up,20321.0,20150.0,High,Up,20413.0,20265.0,High,Up,20483.0,20292.0,True,False,Medium_Up_High_Up_High_Up_H_Nl
20250507,Medium,Down,20560.0,20410.0,High,Down,20453.0,20265.0,Low,Up,20440.0,20293.0,False,False,Medium_Down_High_Down_Low_Up_Nh_Nl
