Date,Open,High,Low,Close,Volume
2023/12/18 08:45,17672,17673,17651,17651,1485
2023/12/18 08:46,17651,17654,17643,17644,536
2023/12/18 08:47,17644,17652,17642,17643,374
2023/12/18 08:48,17642,17646,17633,17633,614
2023/12/18 08:49,17633,17638,17627,17637,620
2023/12/18 08:50,17636,17637,17628,17629,393
2023/12/18 08:51,17629,17629,17625,17628,347
2023/12/18 08:52,17627,17630,17622,17623,363
2023/12/18 08:53,17623,17624,17619,17621,381
2023/12/18 08:54,17622,17626,17618,17619,284
2023/12/18 08:55,17620,17625,17618,17622,200
2023/12/18 08:56,17622,17627,17621,17625,210
2023/12/18 08:57,17625,17625,17614,17614,374
2023/12/18 08:58,17614,17622,17614,17621,169
2023/12/18 08:59,17622,17622,17618,17620,103
2023/12/18 09:00,17621,17631,17619,17631,965
2023/12/18 09:01,17630,17632,17620,17621,674
2023/12/18 09:02,17620,17627,17619,17625,374
2023/12/18 09:03,17625,17625,17608,17611,869
2023/12/18 09:04,17611,17617,17610,17614,425
2023/12/18 09:05,17615,17615,17600,17603,1153
2023/12/18 09:06,17602,17602,17588,17592,1387
2023/12/18 09:07,17592,17594,17583,17594,950
2023/12/18 09:08,17594,17600,17593,17599,710
2023/12/18 09:09,17600,17600,17590,17592,487
2023/12/18 09:10,17592,17608,17592,17608,795
2023/12/18 09:11,17607,17610,17598,17601,666
2023/12/18 09:12,17600,17602,17592,17596,399
2023/12/18 09:13,17598,17600,17594,17597,264
2023/12/18 09:14,17597,17599,17590,17591,370
2023/12/18 09:15,17592,17599,17588,17599,570
2023/12/18 09:16,17598,17599,17592,17598,252
2023/12/18 09:17,17600,17610,17599,17609,638
2023/12/18 09:18,17610,17618,17610,17612,772
2023/12/18 09:19,17612,17623,17610,17623,603
2023/12/18 09:20,17622,17627,17620,17620,942
2023/12/18 09:21,17621,17623,17611,17619,401
2023/12/18 09:22,17618,17626,17616,17621,447
2023/12/18 09:23,17620,17626,17616,17616,314
2023/12/18 09:24,17617,17625,17614,17621,294
2023/12/18 09:25,17621,17634,17621,17631,891
2023/12/18 09:26,17630,17630,17623,17626,225
2023/12/18 09:27,17626,17628,17623,17626,202
2023/12/18 09:28,17626,17635,17626,17629,399
2023/12/18 09:29,17630,17634,17630,17632,153
2023/12/18 09:30,17632,17635,17623,17631,458
2023/12/18 09:31,17631,17639,17629,17633,460
2023/12/18 09:32,17634,17639,17628,17637,502
2023/12/18 09:33,17638,17640,17634,17638,295
2023/12/18 09:34,17639,17644,17639,17639,548
2023/12/18 09:35,17639,17644,17638,17642,269
2023/12/18 09:36,17641,17643,17635,17638,256
2023/12/18 09:37,17638,17640,17635,17639,158
