Date,Open,High,Low,Close,Volume
2024/8/13 08:46,21848,21860,21810,21844,1196
2024/8/13 08:47,21841,21861,21827,21838,635
2024/8/13 08:48,21837,21892,21837,21879,797
2024/8/13 08:49,21877,21883,21864,21871,341
2024/8/13 08:50,21875,21876,21852,21860,261
2024/8/13 08:51,21863,21870,21850,21853,249
2024/8/13 08:52,21851,21886,21850,21883,346
2024/8/13 08:53,21885,21898,21880,21882,555
2024/8/13 08:54,21884,21886,21861,21873,213
2024/8/13 08:55,21871,21878,21864,21872,101
2024/8/13 08:56,21874,21888,21874,21881,130
2024/8/13 08:57,21883,21896,21883,21893,228
2024/8/13 08:58,21893,21893,21875,21879,179
2024/8/13 08:59,21880,21884,21864,21869,184
2024/8/13 09:00,21870,21888,21865,21872,289
2024/8/13 09:01,21872,21880,21844,21855,714
2024/8/13 09:02,21851,21857,21831,21834,494
2024/8/13 09:03,21831,21864,21824,21849,532
2024/8/13 09:04,21851,21856,21838,21850,205
2024/8/13 09:05,21852,21862,21828,21832,319
2024/8/13 09:06,21832,21844,21804,21805,745
2024/8/13 09:07,21808,21811,21772,21777,1002
2024/8/13 09:08,21777,21795,21765,21770,575
2024/8/13 09:09,21768,21769,21731,21745,1248
2024/8/13 09:10,21746,21762,21733,21737,764
2024/8/13 09:11,21734,21758,21724,21750,865
2024/8/13 09:12,21748,21777,21747,21776,733
2024/8/13 09:13,21773,21787,21746,21757,614
2024/8/13 09:14,21759,21778,21741,21741,431
2024/8/13 09:15,21747,21778,21747,21769,250
2024/8/13 09:16,21770,21778,21741,21752,481
2024/8/13 09:17,21755,21795,21755,21794,548
2024/8/13 09:18,21794,21817,21780,21809,609
2024/8/13 09:19,21810,21810,21794,21796,199
2024/8/13 09:20,21799,21823,21797,21808,477
2024/8/13 09:21,21805,21825,21804,21810,445
2024/8/13 09:22,21807,21811,21769,21769,438
2024/8/13 09:23,21771,21776,21737,21744,633
2024/8/13 09:24,21744,21755,21735,21743,350
2024/8/13 09:25,21744,21762,21706,21707,1117
2024/8/13 09:26,21711,21737,21707,21725,645
2024/8/13 09:27,21723,21759,21718,21753,442
2024/8/13 09:28,21751,21754,21731,21746,256
2024/8/13 09:29,21749,21765,21742,21755,207
2024/8/13 09:30,21757,21775,21749,21759,397
2024/8/13 09:31,21759,21787,21751,21783,600
2024/8/13 09:32,21785,21788,21765,21769,269
2024/8/13 09:33,21770,21799,21761,21796,334
2024/8/13 09:34,21796,21804,21774,21775,288
2024/8/13 09:35,21777,21786,21759,21786,257
2024/8/13 09:36,21786,21800,21773,21778,209
2024/8/13 09:37,21778,21786,21755,21771,343
2024/8/13 09:38,21769,21769,21755,21765,199
2024/8/13 09:39,21763,21788,21759,21777,240
2024/8/13 09:40,21777,21787,21766,21780,131
2024/8/13 09:41,21779,21839,21778,21829,865
2024/8/13 09:42,21829,21850,21828,21836,542
2024/8/13 09:43,21837,21848,21828,21832,369
2024/8/13 09:44,21829,21839,21816,21822,305
2024/8/13 09:45,21823,21824,21802,21814,356
2024/8/13 09:46,21812,21825,21808,21818,281
2024/8/13 09:47,21817,21821,21781,21783,310
2024/8/13 09:48,21782,21799,21770,21795,319
2024/8/13 09:49,21795,21808,21782,21783,158
2024/8/13 09:50,21782,21784,21760,21774,428
2024/8/13 09:51,21774,21783,21760,21760,243
2024/8/13 09:52,21764,21788,21760,21781,194
2024/8/13 09:53,21783,21791,21760,21765,219
2024/8/13 09:54,21765,21773,21736,21740,625
2024/8/13 09:55,21745,21758,21735,21749,277
2024/8/13 09:56,21746,21748,21727,21745,433
2024/8/13 09:57,21742,21756,21735,21743,184
2024/8/13 09:58,21744,21755,21730,21755,248
2024/8/13 09:59,21755,21765,21746,21751,215
2024/8/13 10:00,21754,21760,21734,21737,199
2024/8/13 10:01,21738,21754,21724,21747,349
2024/8/13 10:02,21747,21756,21739,21754,280
2024/8/13 10:03,21753,21768,21747,21762,207
2024/8/13 10:04,21762,21763,21752,21763,114
2024/8/13 10:05,21764,21778,21761,21765,225
2024/8/13 10:06,21763,21763,21754,21758,115
2024/8/13 10:07,21760,21764,21737,21747,262
2024/8/13 10:08,21747,21751,21733,21747,163
2024/8/13 10:09,21747,21774,21747,21762,252
2024/8/13 10:10,21760,21780,21756,21758,278
2024/8/13 10:11,21758,21758,21739,21742,187
2024/8/13 10:12,21741,21749,21730,21745,277
2024/8/13 10:13,21743,21743,21732,21736,118
2024/8/13 10:14,21736,21738,21711,21715,405
2024/8/13 10:15,21717,21727,21690,21694,713
2024/8/13 10:16,21693,21723,21685,21714,989
2024/8/13 10:17,21717,21731,21711,21727,281
2024/8/13 10:18,21726,21741,21713,21721,288
2024/8/13 10:19,21719,21724,21704,21720,162
2024/8/13 10:20,21720,21727,21717,21721,88
2024/8/13 10:21,21722,21727,21708,21714,145
2024/8/13 10:22,21714,21722,21704,21710,113
2024/8/13 10:23,21711,21716,21708,21712,77
2024/8/13 10:24,21713,21728,21713,21728,107
2024/8/13 10:25,21728,21729,21702,21713,223
2024/8/13 10:26,21713,21724,21694,21704,302
2024/8/13 10:27,21701,21712,21690,21695,205
2024/8/13 10:28,21698,21710,21695,21707,135
2024/8/13 10:29,21707,21707,21674,21682,515
2024/8/13 10:30,21684,21689,21671,21674,300
2024/8/13 10:31,21674,21678,21662,21673,473
2024/8/13 10:32,21674,21694,21674,21683,301
2024/8/13 10:33,21683,21690,21677,21680,123
2024/8/13 10:34,21679,21700,21675,21696,266
2024/8/13 10:35,21698,21704,21689,21701,166
2024/8/13 10:36,21701,21715,21694,21713,264
2024/8/13 10:37,21713,21724,21713,21723,255
2024/8/13 10:38,21723,21734,21719,21727,304
2024/8/13 10:39,21727,21743,21725,21738,283
2024/8/13 10:40,21738,21747,21735,21741,288
2024/8/13 10:41,21741,21757,21733,21754,344
2024/8/13 10:42,21756,21759,21744,21749,214
2024/8/13 10:43,21748,21750,21739,21740,140
2024/8/13 10:44,21740,21756,21739,21747,180
2024/8/13 10:45,21750,21756,21747,21750,96
2024/8/13 10:46,21750,21757,21747,21749,162
2024/8/13 10:47,21750,21751,21747,21750,106
2024/8/13 10:48,21750,21754,21744,21754,132
2024/8/13 10:49,21754,21763,21749,21749,207
2024/8/13 10:50,21749,21752,21734,21738,175
2024/8/13 10:51,21740,21752,21734,21748,137
2024/8/13 10:52,21748,21752,21743,21745,80
2024/8/13 10:53,21746,21767,21744,21762,293
