Date,Open,High,Low,Close,Volume,Average
2025/5/15 08:46,21776,21806,21775,21779,897,21779.0
2025/5/15 08:47,21779,21789,21757,21759,551,21771.38950276243
2025/5/15 08:48,21760,21781,21754,21772,303,21771.495145631066
2025/5/15 08:49,21773,21775,21745,21752,425,21767.6875
2025/5/15 08:50,21753,21758,21748,21757,125,21767.106910039114
2025/5/15 08:51,21753,21767,21752,21766,103,21767.05948419301
2025/5/15 08:52,21765,21767,21750,21751,111,21766.35069582505
2025/5/15 08:53,21751,21765,21751,21765,83,21766.30754426482
2025/5/15 08:54,21763,21765,21760,21764,38,21766.274279210924
2025/5/15 08:55,21762,21763,21750,21760,133,21765.972914409533
2025/5/15 08:56,21760,21761,21743,21752,280,21764.68973433913
2025/5/15 08:57,21752,21752,21745,21747,107,21764.08998732573
2025/5/15 08:58,21749,21750,21723,21732,488,21759.792535675082
2025/5/15 08:59,21731,21740,21724,21740,186,21758.83133159269
2025/5/15 09:00,21740,21748,21736,21741,206,21757.92120911794
2025/5/15 09:01,21744,21758,21716,21744,1035,21755.07986590416
2025/5/15 09:02,21740,21764,21740,21762,411,21755.598686610727
2025/5/15 09:03,21762,21775,21748,21774,578,21757.35379537954
2025/5/15 09:04,21773,21775,21762,21770,533,21758.37615652965
2025/5/15 09:05,21771,21782,21767,21773,288,21758.988228455168
2025/5/15 09:06,21775,21776,21764,21774,212,21759.43690962921
2025/5/15 09:07,21773,21776,21758,21764,260,21759.598259213926
2025/5/15 09:08,21765,21787,21758,21784,381,21760.800362037757
2025/5/15 09:09,21785,21786,21769,21772,155,21761.020408163266
2025/5/15 09:10,21770,21775,21763,21768,133,21761.13612565445
2025/5/15 09:11,21770,21778,21765,21767,159,21761.250091675833
2025/5/15 09:12,21766,21772,21761,21769,137,21761.37773503246
2025/5/15 09:13,21772,21785,21772,21781,263,21761.97913996038
2025/5/15 09:14,21782,21790,21778,21786,203,21762.534266848816
2025/5/15 09:15,21786,21789,21776,21779,163,21762.834246116017
2025/5/15 09:16,21777,21788,21775,21777,158,21763.08006589786
2025/5/15 09:17,21777,21786,21767,21775,184,21763.316180428465
2025/5/15 09:18,21775,21778,21765,21765,140,21763.34118146145
2025/5/15 09:19,21767,21768,21754,21763,290,21763.331001131803
