Date,Open,High,Low,Close,Volume
2024/12/16 08:46,23220,23237,23203,23203,1349
2024/12/16 08:47,23207,23219,23196,23199,564
2024/12/16 08:48,23203,23233,23200,23203,473
2024/12/16 08:49,23202,23210,23199,23201,242
2024/12/16 08:50,23201,23203,23192,23196,201
2024/12/16 08:51,23195,23210,23185,23196,374
2024/12/16 08:52,23195,23207,23192,23201,154
2024/12/16 08:53,23198,23206,23195,23202,95
2024/12/16 08:54,23202,23205,23190,23196,104
2024/12/16 08:55,23200,23204,23193,23199,75
2024/12/16 08:56,23199,23216,23198,23211,264
2024/12/16 08:57,23211,23227,23211,23218,277
2024/12/16 08:58,23220,23228,23215,23223,168
2024/12/16 08:59,23224,23236,23222,23231,284
2024/12/16 09:00,23232,23246,23231,23243,544
2024/12/16 09:01,23242,23256,23239,23243,932
2024/12/16 09:02,23246,23270,23243,23253,774
2024/12/16 09:03,23255,23256,23235,23239,379
2024/12/16 09:04,23241,23266,23241,23251,427
2024/12/16 09:05,23251,23267,23243,23257,285
2024/12/16 09:06,23257,23267,23236,23238,455
2024/12/16 09:07,23237,23251,23237,23245,211
2024/12/16 09:08,23245,23250,23227,23229,338
2024/12/16 09:09,23228,23233,23213,23218,354
2024/12/16 09:10,23216,23220,23213,23215,219
2024/12/16 09:11,23215,23236,23210,23232,439
2024/12/16 09:12,23234,23253,23234,23237,350
2024/12/16 09:13,23237,23250,23232,23239,155
2024/12/16 09:14,23238,23239,23195,23197,571
2024/12/16 09:15,23198,23222,23196,23213,267
2024/12/16 09:16,23213,23221,23178,23181,704
2024/12/16 09:17,23180,23188,23171,23179,622
2024/12/16 09:18,23179,23186,23173,23177,245
2024/12/16 09:19,23174,23178,23168,23174,292
2024/12/16 09:20,23174,23196,23172,23179,329
2024/12/16 09:21,23179,23182,23172,23172,288
2024/12/16 09:22,23171,23176,23165,23170,283
2024/12/16 09:23,23170,23184,23168,23179,213
2024/12/16 09:24,23180,23188,23174,23178,163
2024/12/16 09:25,23177,23177,23165,23168,201
2024/12/16 09:26,23169,23180,23168,23175,174
2024/12/16 09:27,23176,23199,23176,23189,334
2024/12/16 09:28,23191,23197,23186,23187,160
2024/12/16 09:29,23186,23187,23175,23176,160
2024/12/16 09:30,23175,23182,23163,23165,271
2024/12/16 09:31,23166,23175,23161,23170,241
2024/12/16 09:32,23170,23178,23168,23171,93
2024/12/16 09:33,23170,23183,23169,23180,127
2024/12/16 09:34,23178,23184,23157,23162,753
2024/12/16 09:35,23160,23164,23153,23162,348
2024/12/16 09:36,23161,23173,23155,23164,280
2024/12/16 09:37,23162,23171,23155,23158,221
2024/12/16 09:38,23159,23163,23156,23159,155
2024/12/16 09:39,23157,23157,23135,23144,787
2024/12/16 09:40,23146,23146,23137,23139,231
2024/12/16 09:41,23139,23157,23136,23147,264
2024/12/16 09:42,23147,23148,23137,23139,157
2024/12/16 09:43,23137,23143,23135,23137,169
2024/12/16 09:44,23137,23174,23136,23174,684
2024/12/16 09:45,23173,23175,23157,23160,222
2024/12/16 09:46,23157,23165,23151,23158,215
2024/12/16 09:47,23160,23175,23152,23173,188
2024/12/16 09:48,23172,23179,23167,23173,138
2024/12/16 09:49,23173,23178,23163,23163,133
2024/12/16 09:50,23166,23175,23166,23173,69
2024/12/16 09:51,23175,23184,23173,23177,161
2024/12/16 09:52,23177,23189,23174,23189,146
2024/12/16 09:53,23189,23195,23181,23192,264
2024/12/16 09:54,23191,23201,23191,23195,262
2024/12/16 09:55,23195,23209,23195,23203,368
2024/12/16 09:56,23204,23221,23203,23212,406
2024/12/16 09:57,23214,23221,23212,23217,151
2024/12/16 09:58,23216,23236,23216,23229,487
2024/12/16 09:59,23229,23233,23224,23230,217
2024/12/16 10:00,23229,23240,23227,23234,294
2024/12/16 10:01,23234,23237,23222,23226,385
2024/12/16 10:02,23224,23228,23200,23203,373
2024/12/16 10:03,23204,23217,23200,23211,234
2024/12/16 10:04,23216,23225,23210,23224,166
2024/12/16 10:05,23222,23222,23208,23208,85
2024/12/16 10:06,23207,23214,23204,23209,135
2024/12/16 10:07,23211,23211,23202,23204,103
2024/12/16 10:08,23204,23211,23195,23195,130
2024/12/16 10:09,23194,23209,23191,23207,119
2024/12/16 10:10,23207,23216,23207,23212,128
2024/12/16 10:11,23211,23217,23208,23216,89
2024/12/16 10:12,23216,23218,23200,23203,107
2024/12/16 10:13,23204,23214,23202,23212,71
2024/12/16 10:14,23212,23217,23209,23213,80
2024/12/16 10:15,23215,23217,23206,23213,60
2024/12/16 10:16,23210,23221,23208,23211,324
2024/12/16 10:17,23210,23213,23171,23186,490
